Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,League Name,Year
9 - 3,99,Bills D/ST,D/ST,PAI Alcoholics Anonymous ,158.63,9.33,152.0,9.5,16,77.68,C+,Pennoni Younglings,2022
3 - 1,25,DJ Moore,WR,Girth Brooks,195.05,12.19,167.6,9.86,17,77.61,C+,Pennoni Younglings,2022
8 - 10,94,Chris Olave,WR,PAI Alcoholics Anonymous ,144.5,9.03,162.2,10.81,15,76.95,C,Pennoni Younglings,2022
4 - 12,48,David Montgomery,RB,Girth Brooks,196.94,13.13,160.7,10.04,16,76.14,C,Pennoni Younglings,2022
11 - 2,122,DeAndre Hopkins,WR,Team Corner Office,121.96,12.2,119.7,13.3,9,75.9,C,Pennoni Younglings,2022
4 - 2,38,Mike Williams,WR,19th St Halal Cart,179.86,11.99,145.0,11.15,13,75.73,C,Pennoni Younglings,2022
12 - 8,140,Daniel Carlson,K,Team Cogs,134.63,7.92,157.0,9.24,17,75.55,C,Pennoni Younglings,2022
11 - 6,126,Jakobi Meyers,WR,Philadelphia British Army,137.74,9.18,146.8,10.49,14,75.49,C,Pennoni Younglings,2022
2 - 5,17,Keenan Allen,WR,I'd_Tap_ That,190.98,12.73,131.0,13.1,10,75.46,C,Pennoni Younglings,2022
6 - 7,67,Devin Singletary,RB,Philadelphia British Army,173.47,11.56,158.9,9.93,16,75.38,C,Pennoni Younglings,2022
16 - 10,190,Tyler Allgeier,RB,PAI Alcoholics Anonymous ,75.36,5.02,151.4,9.46,16,75.08,C,Pennoni Younglings,2022
7 - 10,82,Russell Wilson,QB,Rizzo's Crash Test Dummy,260.01,16.25,170.26,11.35,15,75.0,C,Pennoni Younglings,2022
11 - 3,123,Raheem Mostert,RB,PAI Alcoholics Anonymous ,123.79,9.52,152.8,9.55,16,74.97,C,Pennoni Younglings,2022
8 - 3,87,Cordarrelle Patterson,RB,Rizzo's Crash Test Dummy,145.58,10.4,144.2,11.09,13,74.76,C,Pennoni Younglings,2022
2 - 6,18,Deebo Samuel,WR,Book of MoreMoms,226.82,14.18,140.4,10.8,13,74.54,C,Pennoni Younglings,2022
4 - 3,39,Breece Hall,RB,Rizzo's Crash Test Dummy,193.1,12.87,105.6,15.09,7,74.46,C,Pennoni Younglings,2022
15 - 11,179,Younghoe Koo,K,19th St Halal Cart,123.01,7.24,145.0,8.53,17,74.21,C,Pennoni Younglings,2022
6 - 3,63,AJ Dillon,RB,Rizzo's Crash Test Dummy,152.64,10.18,153.6,9.04,17,74.04,C,Pennoni Younglings,2022
6 - 8,68,Gabe Davis,WR,Team Cogs,176.0,11.0,147.6,9.84,15,73.97,C,Pennoni Younglings,2022
8 - 1,85,Allen Lazard,WR,PAI Athletic Director,144.67,10.33,144.8,9.65,15,73.68,C,Pennoni Younglings,2022
5 - 7,55,Antonio Gibson,RB,Book of MoreMoms,167.21,11.15,142.9,9.53,15,73.67,C,Pennoni Younglings,2022
1 - 1,1,Jonathan Taylor,RB,Girth Brooks,295.45,19.7,132.4,12.04,11,73.62,C,Pennoni Younglings,2022
6 - 1,61,JuJu Smith-Schuster,WR,PAI Athletic Director,159.78,9.99,146.3,9.14,16,73.46,C,Pennoni Younglings,2022
10 - 12,120,Tyler Boyd,WR,Girth Brooks,134.93,8.43,137.12,8.57,16,72.76,C-,Pennoni Younglings,2022
6 - 5,65,Adam Thielen,WR,I'd_Tap_ That,155.44,10.36,145.0,8.53,17,72.58,C-,Pennoni Younglings,2022
9 - 1,97,Cole Kmet,TE,Girth Brooks,115.94,7.25,122.3,7.19,17,72.19,C-,Pennoni Younglings,2022
4 - 1,37,Diontae Johnson,WR,PAI Athletic Director,174.68,10.92,137.7,8.1,17,72.04,C-,Pennoni Younglings,2022
15 - 1,169,Nick Folk,K,Girth Brooks,138.08,8.12,134.0,7.88,17,71.96,C-,Pennoni Younglings,2022
8 - 5,89,Drake London,WR,I'd_Tap_ That,155.95,10.4,142.6,8.39,17,71.95,C-,Pennoni Younglings,2022
14 - 4,160,Tyler Bass,K,The Golden Receivers,122.83,7.23,132.0,8.25,16,71.55,C-,Pennoni Younglings,2022
3 - 12,36,Cam Akers,RB,PAI Athletic Director,134.83,8.99,134.8,8.99,15,71.42,C-,Pennoni Younglings,2022
6 - 9,69,Dallas Goedert,TE,Came and Wentz,121.48,8.1,113.7,9.47,12,70.62,C-,Pennoni Younglings,2022
4 - 4,40,Courtland Sutton,WR,The Golden Receivers,177.66,11.1,127.4,8.49,15,70.6,C-,Pennoni Younglings,2022
6 - 11,71,Marquise Brown,WR,Team Corner Office,174.1,10.88,122.5,10.21,12,70.5,C-,Pennoni Younglings,2022
12 - 7,139,Ravens D/ST,D/ST,Philadelphia British Army,130.45,7.67,140.0,8.24,17,70.46,C-,Pennoni Younglings,2022
9 - 5,101,Dawson Knox,TE,Team Cogs,121.61,8.11,111.7,7.45,15,70.43,C-,Pennoni Younglings,2022
14 - 11,167,Matt Gay,K,Team Corner Office,142.54,8.38,131.0,7.71,17,70.39,C-,Pennoni Younglings,2022
5 - 3,51,Pat Freiermuth,TE,PAI Alcoholics Anonymous ,112.38,7.02,116.7,7.29,16,70.28,C-,Pennoni Younglings,2022
5 - 1,49,Brandin Cooks,WR,Girth Brooks,172.75,10.8,117.1,9.01,13,69.83,D+,Pennoni Younglings,2022
12 - 12,144,George Pickens,WR,Girth Brooks,118.95,7.43,140.5,8.26,17,69.82,D+,Pennoni Younglings,2022
5 - 12,60,Dalton Schultz,TE,PAI Athletic Director,138.98,8.69,114.2,7.61,15,69.68,D+,Pennoni Younglings,2022
10 - 6,114,Evan McPherson,K,Book of MoreMoms,143.81,8.46,116.0,7.25,16,69.57,D+,Pennoni Younglings,2022
15 - 3,171,Mac Jones,QB,PAI Alcoholics Anonymous ,202.85,12.68,136.08,9.72,14,69.54,D+,Pennoni Younglings,2022
14 - 5,161,Ryan Tannehill,QB,I'd_Tap_ That,210.45,13.15,128.24,10.69,12,69.32,D+,Pennoni Younglings,2022
16 - 1,181,Greg Joseph,K,PAI Athletic Director,128.61,7.57,121.0,7.12,17,69.17,D+,Pennoni Younglings,2022
15 - 4,172,David Njoku,TE,Came and Wentz,107.84,6.74,113.0,8.07,14,69.09,D+,Pennoni Younglings,2022
9 - 7,103,Saints D/ST,D/ST,Book of MoreMoms,141.45,8.32,116.0,6.82,17,68.54,D+,Pennoni Younglings,2022
16 - 3,183,Jake Elliott,K,Rizzo's Crash Test Dummy,125.94,7.41,114.0,7.12,16,67.79,D+,Pennoni Younglings,2022
11 - 1,121,Brian Robinson Jr.,RB,Girth Brooks,96.59,8.78,108.2,9.02,12,67.69,D+,Pennoni Younglings,2022
15 - 9,177,Khalil Herbert,RB,The Golden Receivers,98.55,6.57,113.3,8.72,13,67.46,D+,Pennoni Younglings,2022
14 - 8,164,Tyler Higbee,TE,Team Cogs,104.09,6.94,116.0,6.82,17,67.4,D+,Pennoni Younglings,2022
13 - 5,149,Packers D/ST,D/ST,Team Cogs,149.83,8.81,116.0,6.82,17,67.32,D+,Pennoni Younglings,2022
8 - 11,95,Zach Ertz,TE,Team Corner Office,118.79,7.92,92.1,9.21,10,66.35,D,Pennoni Younglings,2022
14 - 12,168,Matt Ryan,QB,Girth Brooks,207.36,12.96,117.28,9.77,12,66.09,D,Pennoni Younglings,2022
12 - 9,141,Jahan Dotson,WR,Came and Wentz,130.72,8.17,113.1,8.7,13,66.02,D,Pennoni Younglings,2022
10 - 9,117,Buccaneers D/ST,D/ST,Came and Wentz,132.19,7.78,108.0,6.35,17,65.76,D,Pennoni Younglings,2022
15 - 5,173,Carson Wentz,QB,Team Cogs,217.05,13.57,86.8,10.85,8,65.06,D,Pennoni Younglings,2022
8 - 4,88,Michael Thomas,WR,The Golden Receivers,168.8,12.98,43.1,14.37,3,64.82,D,Pennoni Younglings,2022
14 - 3,159,Colts D/ST,D/ST,Rizzo's Crash Test Dummy,117.51,6.91,112.0,6.59,17,64.75,D,Pennoni Younglings,2022
7 - 8,80,Clyde Edwards-Helaire,RB,I'd_Tap_ That,172.17,11.48,89.8,8.98,10,64.33,D,Pennoni Younglings,2022
8 - 8,92,Kareem Hunt,RB,Team Cogs,158.99,10.6,109.3,6.43,17,64.27,D,Pennoni Younglings,2022
15 - 12,180,Steelers D/ST,D/ST,PAI Athletic Director,115.94,6.82,109.0,6.41,17,63.77,D,Pennoni Younglings,2022
5 - 11,59,J.K. Dobbins,RB,19th St Halal Cart,197.6,14.11,77.7,9.71,8,63.64,D,Pennoni Younglings,2022
11 - 4,124,Harrison Butker,K,Came and Wentz,141.86,8.34,92.0,7.08,13,63.63,D,Pennoni Younglings,2022
11 - 12,132,Russell Gage,WR,PAI Athletic Director,136.0,9.07,98.1,7.55,13,63.61,D,Pennoni Younglings,2022
10 - 1,109,James Robinson,RB,PAI Athletic Director,138.16,9.87,83.1,7.55,11,62.71,D-,Pennoni Younglings,2022
14 - 6,162,Michael Carter,RB,Book of MoreMoms,128.84,8.59,105.5,6.59,16,62.7,D-,Pennoni Younglings,2022
11 - 5,125,Marquez Valdes-Scantling,WR,Team Cogs,149.5,9.34,101.4,5.96,17,62.61,D-,Pennoni Younglings,2022
14 - 7,163,Noah Fant,TE,Philadelphia British Army,110.11,6.88,97.6,5.74,17,62.45,D-,Pennoni Younglings,2022
10 - 11,119,James Cook,RB,Team Corner Office,106.7,7.11,95.2,5.95,16,62.13,D-,Pennoni Younglings,2022
13 - 11,155,DJ Chark,WR,19th St Halal Cart,122.61,8.17,83.2,7.56,11,61.9,D-,Pennoni Younglings,2022
13 - 8,152,Cardinals D/ST,D/ST,I'd_Tap_ That,70.26,4.13,96.0,5.65,17,61.86,D-,Pennoni Younglings,2022
12 - 10,142,Matt Prater,K,PAI Alcoholics Anonymous ,126.5,7.44,93.0,7.15,13,61.86,D-,Pennoni Younglings,2022
4 - 5,41,Darren Waller,TE,I'd_Tap_ That,153.47,9.59,70.8,7.87,9,61.85,D-,Pennoni Younglings,2022
16 - 12,192,Rams D/ST,D/ST,Girth Brooks,93.03,5.47,100.0,5.88,17,61.66,D-,Pennoni Younglings,2022
9 - 8,104,Mike Gesicki,TE,I'd_Tap_ That,109.64,6.85,82.2,4.84,17,61.22,D-,Pennoni Younglings,2022
16 - 11,191,Chargers D/ST,D/ST,Team Corner Office,119.51,7.03,98.0,5.76,17,61.13,D-,Pennoni Younglings,2022
9 - 12,108,Robert Woods,WR,PAI Athletic Director,145.85,9.72,89.2,5.25,17,61.08,D-,Pennoni Younglings,2022
7 - 9,81,Damien Harris,RB,The Golden Receivers,165.64,11.04,82.4,7.49,11,61.05,D-,Pennoni Younglings,2022
16 - 6,186,Nico Collins,WR,Book of MoreMoms,125.76,7.86,78.6,7.86,10,61.05,D-,Pennoni Younglings,2022
10 - 4,112,Melvin Gordon III,RB,The Golden Receivers,132.01,8.8,74.6,7.46,10,60.87,D-,Pennoni Younglings,2022
7 - 3,75,Darnell Mooney,WR,PAI Alcoholics Anonymous ,174.05,10.88,81.5,6.79,12,60.55,D-,Pennoni Younglings,2022
16 - 5,185,DeVante Parker,WR,I'd_Tap_ That,120.6,8.04,87.4,6.72,13,60.54,D-,Pennoni Younglings,2022
14 - 1,157,Marvin Jones Jr.,WR,PAI Athletic Director,133.93,8.37,93.9,5.87,16,60.07,D-,Pennoni Younglings,2022
13 - 7,151,Zach Wilson,QB,Book of MoreMoms,168.1,12.93,75.42,8.38,9,59.98,F-,Pennoni Younglings,2022
9 - 11,107,Chase Claypool,WR,19th St Halal Cart,150.44,9.4,82.04,5.47,15,59.91,F-,Pennoni Younglings,2022
11 - 11,131,Hunter Henry,TE,19th St Halal Cart,120.18,7.51,83.4,4.91,17,59.45,F-,Pennoni Younglings,2022
11 - 7,127,Treylon Burks,WR,Book of MoreMoms,136.27,8.52,77.6,7.05,11,59.32,F-,Pennoni Younglings,2022
8 - 12,96,Matthew Stafford,QB,Girth Brooks,250.35,15.65,79.38,8.82,9,59.29,F-,Pennoni Younglings,2022
15 - 10,178,Rondale Moore,WR,Rizzo's Crash Test Dummy,105.9,7.06,67.4,8.43,8,59.2,F-,Pennoni Younglings,2022
8 - 6,90,Rashaad Penny,RB,Book of MoreMoms,150.23,11.56,50.2,10.04,5,58.58,F-,Pennoni Younglings,2022
5 - 9,57,Allen Robinson II,WR,The Golden Receivers,164.93,10.31,68.4,6.84,10,58.46,F-,Pennoni Younglings,2022
3 - 11,35,Kyle Pitts,TE,19th St Halal Cart,159.98,10.0,61.6,6.16,10,57.7,F-,Pennoni Younglings,2022
14 - 10,166,Austin Hooper,TE,PAI Alcoholics Anonymous ,100.54,6.7,76.9,4.52,17,56.15,F-,Pennoni Younglings,2022
9 - 9,105,Elijah Moore,WR,The Golden Receivers,164.33,10.27,69.6,4.35,16,56.0,F-,Pennoni Younglings,2022
12 - 3,135,Alexander Mattison,RB,Rizzo's Crash Test Dummy,98.45,6.56,80.9,4.76,17,55.57,F-,Pennoni Younglings,2022
7 - 11,83,Hunter Renfrow,WR,19th St Halal Cart,159.35,9.96,61.0,6.1,10,55.07,F-,Pennoni Younglings,2022
7 - 5,77,Elijah Mitchell,RB,Team Cogs,184.34,12.29,42.1,8.42,5,55.04,F-,Pennoni Younglings,2022
6 - 12,72,Chase Edmonds,RB,Girth Brooks,150.26,10.02,66.2,5.09,13,54.77,F-,Pennoni Younglings,2022
15 - 7,175,Van Jefferson,WR,Book of MoreMoms,115.03,7.67,66.9,6.08,11,54.58,F-,Pennoni Younglings,2022
15 - 2,170,Kenneth Gainwell,RB,Team Corner Office,102.0,6.8,76.4,4.49,17,54.39,F-,Pennoni Younglings,2022
3 - 2,26,Javonte Williams,RB,Team Corner Office,214.02,14.27,34.0,8.5,4,54.08,F-,Pennoni Younglings,2022
12 - 4,136,Darrell Henderson Jr.,RB,The Golden Receivers,178.33,12.74,65.0,6.5,10,54.01,F-,Pennoni Younglings,2022
10 - 7,115,Nyheim Hines,RB,Philadelphia British Army,118.08,7.87,66.4,4.15,15,53.75,F-,Pennoni Younglings,2022
13 - 10,154,Julio Jones,WR,Rizzo's Crash Test Dummy,106.68,7.62,58.4,5.84,10,53.69,F-,Pennoni Younglings,2022
9 - 4,100,Kadarius Toney,WR,Came and Wentz,149.3,9.95,49.3,5.48,9,53.15,F-,Pennoni Younglings,2022
8 - 9,93,Rashod Bateman,WR,Came and Wentz,159.62,9.98,46.0,6.57,7,51.85,F-,Pennoni Younglings,2022
13 - 2,146,J.D. McKissic,RB,Team Corner Office,119.16,7.94,42.3,5.29,8,49.06,F-,Pennoni Younglings,2022
16 - 4,184,Jarvis Landry,WR,The Golden Receivers,117.21,7.81,47.7,5.3,9,48.99,F-,Pennoni Younglings,2022
15 - 6,174,Irv Smith Jr.,TE,Philadelphia British Army,119.05,7.44,42.7,5.34,8,48.52,F-,Pennoni Younglings,2022
13 - 12,156,Mark Ingram II,RB,PAI Athletic Director,84.35,6.03,42.1,3.83,11,45.31,F-,Pennoni Younglings,2022
16 - 9,189,Mo Alie-Cox,TE,Came and Wentz,88.33,5.52,44.4,2.61,17,44.35,F-,Pennoni Younglings,2022
12 - 5,137,Robbie Anderson,WR,I'd_Tap_ That,130.91,8.18,42.2,2.64,16,43.84,F-,Pennoni Younglings,2022
14 - 9,165,Marlon Mack,RB,Came and Wentz,0.0,0.0,34.3,4.29,8,42.21,F-,Pennoni Younglings,2022
13 - 6,150,Rodrigo Blankenship,K,Philadelphia British Army,115.12,6.77,16.0,5.33,3,42.2,F-,Pennoni Younglings,2022
11 - 10,130,Skyy Moore,WR,Rizzo's Crash Test Dummy,111.66,6.98,32.4,2.02,16,41.24,F-,Pennoni Younglings,2022
7 - 12,84,Trey Lance,QB,PAI Athletic Director,251.37,15.71,10.46,5.23,2,40.12,F-,Pennoni Younglings,2022
10 - 8,116,Darrel Williams,RB,Team Cogs,61.86,4.12,19.1,3.18,6,38.25,F-,Pennoni Younglings,2022
13 - 3,147,Kenny Golladay,WR,PAI Alcoholics Anonymous ,123.89,8.26,17.1,1.43,12,32.75,F-,Pennoni Younglings,2022
13 - 1,145,Isaiah Spiller,RB,Girth Brooks,48.31,3.45,6.9,1.15,6,24.11,F-,Pennoni Younglings,2022
15 - 8,176,Zamir White,RB,I'd_Tap_ That,87.24,5.82,7.0,0.5,14,23.41,F-,Pennoni Younglings,2022
16 - 7,187,Jalen Tolbert,WR,Philadelphia British Army,17.52,1.1,2.2,0.28,8,10.0,F-,Pennoni Younglings,2022
1 - 3,3,Christian McCaffrey,RB,Bli Erinker,0.0,0.0,357.8,22.36,16,100.0,A+,Pennoni Younglings,2023
2 - 2,14,CeeDee Lamb,WR,Pennoni Adjacent,0.0,0.0,337.7,19.86,17,100.0,A+,Pennoni Younglings,2023
1 - 7,7,Tyreek Hill,WR,Team Cogs,0.0,0.0,318.9,19.93,16,99.51,A+,Pennoni Younglings,2023
3 - 4,28,Josh Allen,QB,19th St Halal Cart,0.0,0.0,392.64,23.1,17,99.2,A+,Pennoni Younglings,2023
16 - 11,191,Brock Purdy,QB,I'd_Tap_ That,0.0,0.0,295.6,18.48,16,96.38,A,Pennoni Younglings,2023
3 - 2,26,Jalen Hurts,QB,I'd_Tap_ That,0.0,0.0,356.82,20.99,17,95.18,A,Pennoni Younglings,2023
6 - 1,61,Dak Prescott,QB,Book of MoreMoms,0.0,0.0,344.84,20.28,17,94.93,A,Pennoni Younglings,2023
10 - 4,112,Raheem Mostert,RB,Philadelphia British Army,0.0,0.0,255.2,17.01,15,94.63,A,Pennoni Younglings,2023
2 - 5,17,Amon-Ra St. Brown,WR,PAI India Division Manager,194.58,12.97,271.4,16.96,16,92.82,A-,Pennoni Younglings,2023
3 - 8,32,Lamar Jackson,QB,PAI India Division Manager,0.0,0.0,331.22,20.7,16,92.8,A-,Pennoni Younglings,2023
11 - 3,123,Tua Tagovailoa,QB,Bli Erinker,0.0,0.0,272.36,16.02,17,91.19,A-,Pennoni Younglings,2023
5 - 6,54,Breece Hall,RB,The Golden Receivers,0.0,0.0,252.5,14.85,17,90.42,A-,Pennoni Younglings,2023
15 - 4,172,Sam LaPorta,TE,19th St Halal Cart,0.0,0.0,239.3,14.08,17,90.38,A-,Pennoni Younglings,2023
13 - 10,154,Jared Goff,QB,Came and Wentz,0.0,0.0,289.1,17.01,17,89.75,B+,Pennoni Younglings,2023
10 - 2,110,Russell Wilson,QB,Pennoni Adjacent,0.0,0.0,256.9,17.13,15,89.38,B+,Pennoni Younglings,2023
4 - 5,41,Keenan Allen,WR,PAI India Division Manager,0.0,0.0,226.86,17.45,13,88.87,B+,Pennoni Younglings,2023
5 - 12,60,Mike Evans,WR,Book of MoreMoms,0.0,0.0,243.0,14.29,17,88.79,B+,Pennoni Younglings,2023
5 - 7,55,DJ Moore,WR,Team Cogs,0.0,0.0,240.5,14.15,17,88.58,B+,Pennoni Younglings,2023
3 - 10,34,Travis Etienne Jr.,RB,Came and Wentz,0.0,0.0,253.4,14.91,17,87.98,B+,Pennoni Younglings,2023
2 - 12,24,Patrick Mahomes,QB,Prahlad's Ghost,0.0,0.0,282.22,17.64,16,87.82,B+,Pennoni Younglings,2023
2 - 8,20,Joe Mixon,RB,PAI Alcoholics Anonymous ,0.0,0.0,241.0,14.18,17,87.39,B+,Pennoni Younglings,2023
9 - 3,99,Geno Smith,QB,Bli Erinker,0.0,0.0,226.76,15.12,15,87.2,B+,Pennoni Younglings,2023
1 - 5,5,A.J. Brown,WR,PAI Alcoholics Anonymous ,0.0,0.0,236.6,13.92,17,87.03,B+,Pennoni Younglings,2023
13 - 5,149,Nico Collins,WR,PAI Alcoholics Anonymous ,0.0,0.0,220.4,14.69,15,86.54,B,Pennoni Younglings,2023
14 - 9,165,Matthew Stafford,QB,19th St Halal Cart,0.0,0.0,243.1,16.21,15,86.47,B,Pennoni Younglings,2023
1 - 11,11,Derrick Henry,RB,Pennoni Adjacent,0.0,0.0,232.66,13.69,17,86.11,B,Pennoni Younglings,2023
6 - 5,65,Rachaad White,RB,PAI India Division Manager,0.0,0.0,235.9,13.88,17,85.96,B,Pennoni Younglings,2023
4 - 7,43,Trevor Lawrence,QB,The Golden Receivers,0.0,0.0,262.54,16.41,16,85.63,B,Pennoni Younglings,2023
1 - 8,8,Travis Kelce,TE,PAI India Division Manager,0.0,0.0,219.4,14.63,15,85.29,B,Pennoni Younglings,2023
4 - 9,45,T.J. Hockenson,TE,19th St Halal Cart,0.0,0.0,219.0,14.6,15,85.23,B,Pennoni Younglings,2023
15 - 6,174,Derek Carr,QB,The Golden Receivers,0.0,0.0,241.12,14.18,17,85.23,B,Pennoni Younglings,2023
14 - 12,168,De'Von Achane,RB,Prahlad's Ghost,0.0,0.0,179.2,16.29,11,85.07,B,Pennoni Younglings,2023
6 - 2,62,Evan Engram,TE,Pennoni Adjacent,0.0,0.0,230.3,13.55,17,85.07,B,Pennoni Younglings,2023
4 - 3,39,Justin Herbert,QB,Came and Wentz,0.0,0.0,235.66,18.13,13,84.96,B,Pennoni Younglings,2023
2 - 11,23,Jahmyr Gibbs,RB,I'd_Tap_ That,0.0,0.0,216.1,14.41,15,84.64,B,Pennoni Younglings,2023
2 - 10,22,Deebo Samuel,WR,Bli Erinker,0.0,0.0,213.7,14.25,15,84.36,B,Pennoni Younglings,2023
1 - 9,9,Stefon Diggs,WR,Philadelphia British Army,0.0,0.0,220.3,12.96,17,84.36,B,Pennoni Younglings,2023
7 - 6,78,Brandon Aiyuk,WR,The Golden Receivers,0.0,0.0,211.7,13.23,16,83.98,B,Pennoni Younglings,2023
1 - 2,2,Ja'Marr Chase,WR,I'd_Tap_ That,0.0,0.0,212.72,13.3,16,83.97,B,Pennoni Younglings,2023
8 - 7,91,David Njoku,TE,The Golden Receivers,0.0,0.0,201.2,12.57,16,83.85,B,Pennoni Younglings,2023
1 - 10,10,Bijan Robinson,RB,Came and Wentz,0.0,0.0,217.3,12.78,17,83.76,B,Pennoni Younglings,2023
7 - 4,76,David Montgomery,RB,19th St Halal Cart,0.0,0.0,199.2,14.23,14,83.49,B,Pennoni Younglings,2023
2 - 4,16,Saquon Barkley,RB,Philadelphia British Army,0.0,0.0,202.7,14.48,14,83.41,B,Pennoni Younglings,2023
1 - 12,12,Davante Adams,WR,Book of MoreMoms,0.0,0.0,213.9,12.58,17,83.23,B,Pennoni Younglings,2023
5 - 5,53,George Kittle,TE,PAI Alcoholics Anonymous ,0.0,0.0,203.2,12.7,16,82.92,B-,Pennoni Younglings,2023
8 - 9,93,Michael Pittman Jr.,WR,19th St Halal Cart,0.0,0.0,195.7,12.23,16,82.92,B-,Pennoni Younglings,2023
5 - 8,56,James Conner,RB,PAI India Division Manager,0.0,0.0,188.0,14.46,13,82.79,B-,Pennoni Younglings,2023
9 - 11,107,Jakobi Meyers,WR,Pennoni Adjacent,0.0,0.0,183.08,11.44,16,82.39,B-,Pennoni Younglings,2023
6 - 10,70,Alvin Kamara,RB,Bli Erinker,0.0,0.0,195.5,15.04,13,82.1,B-,Pennoni Younglings,2023
3 - 11,35,Justin Fields,QB,Pennoni Adjacent,0.0,0.0,230.18,17.71,13,81.97,B-,Pennoni Younglings,2023
16 - 7,187,Ravens D/ST,D/ST,The Golden Receivers,0.0,0.0,190.0,11.18,17,81.82,B-,Pennoni Younglings,2023
6 - 8,68,James Cook,RB,PAI Alcoholics Anonymous ,0.0,0.0,210.7,12.39,17,81.72,B-,Pennoni Younglings,2023
1 - 1,1,Justin Jefferson,WR,Prahlad's Ghost,0.0,0.0,168.2,16.82,10,81.65,B-,Pennoni Younglings,2023
9 - 7,103,Cole Kmet,TE,Team Cogs,0.0,0.0,181.1,10.65,17,81.12,B-,Pennoni Younglings,2023
4 - 12,48,Amari Cooper,WR,Prahlad's Ghost,0.0,0.0,193.0,12.87,15,80.8,B-,Pennoni Younglings,2023
8 - 11,95,Brian Robinson Jr.,RB,I'd_Tap_ That,0.0,0.0,180.1,12.01,15,80.61,B-,Pennoni Younglings,2023
8 - 5,89,Jordan Addison,WR,PAI India Division Manager,0.0,0.0,186.3,10.96,17,80.52,B-,Pennoni Younglings,2023
6 - 11,71,Isiah Pacheco,RB,I'd_Tap_ That,0.0,0.0,191.9,13.71,14,80.43,B-,Pennoni Younglings,2023
2 - 1,13,Tony Pollard,RB,Book of MoreMoms,0.0,0.0,195.1,11.48,17,80.37,B-,Pennoni Younglings,2023
4 - 8,44,DK Metcalf,WR,PAI Alcoholics Anonymous ,0.0,0.0,192.4,12.03,16,80.19,B-,Pennoni Younglings,2023
8 - 2,86,D'Andre Swift,RB,Pennoni Adjacent,0.0,0.0,179.8,11.24,16,80.05,B-,Pennoni Younglings,2023
4 - 1,37,Calvin Ridley,WR,Book of MoreMoms,0.0,0.0,191.9,11.29,17,79.82,C+,Pennoni Younglings,2023
4 - 6,42,Kenneth Walker III,RB,Team Cogs,0.0,0.0,184.9,12.33,15,79.5,C+,Pennoni Younglings,2023
13 - 3,147,Cowboys D/ST,D/ST,Bli Erinker,0.0,0.0,189.0,11.12,17,79.19,C+,Pennoni Younglings,2023
7 - 7,79,Kirk Cousins,QB,Team Cogs,0.0,0.0,149.74,18.72,8,78.88,C+,Pennoni Younglings,2023
10 - 5,113,Adam Thielen,WR,PAI India Division Manager,0.0,0.0,179.5,10.56,17,78.75,C+,Pennoni Younglings,2023
3 - 3,27,Chris Olave,WR,Bli Erinker,182.86,12.19,187.8,11.74,16,78.48,C+,Pennoni Younglings,2023
3 - 7,31,DeVonta Smith,WR,Team Cogs,0.0,0.0,187.1,11.69,16,78.19,C+,Pennoni Younglings,2023
14 - 1,157,Browns D/ST,D/ST,Book of MoreMoms,0.0,0.0,178.0,10.47,17,78.01,C+,Pennoni Younglings,2023
6 - 4,64,DeAndre Hopkins,WR,Philadelphia British Army,0.0,0.0,186.1,10.95,17,77.76,C+,Pennoni Younglings,2023
8 - 10,94,Zay Flowers,WR,Bli Erinker,0.0,0.0,167.9,10.49,16,77.42,C+,Pennoni Younglings,2023
7 - 5,77,George Pickens,WR,PAI Alcoholics Anonymous ,0.0,0.0,177.3,10.43,17,77.16,C+,Pennoni Younglings,2023
8 - 1,85,Chris Godwin,WR,Book of MoreMoms,0.0,0.0,167.7,9.86,17,77.07,C+,Pennoni Younglings,2023
11 - 7,127,Jaylen Warren,RB,Team Cogs,0.0,0.0,165.9,9.76,17,77.0,C,Pennoni Younglings,2023
2 - 6,18,Josh Jacobs,RB,Team Cogs,0.0,0.0,162.6,12.51,13,76.84,C,Pennoni Younglings,2023
3 - 12,36,Najee Harris,RB,Book of MoreMoms,0.0,0.0,181.0,10.65,17,76.43,C,Pennoni Younglings,2023
13 - 8,152,Jake Ferguson,TE,PAI India Division Manager,0.0,0.0,177.1,10.42,17,76.09,C,Pennoni Younglings,2023
2 - 9,21,Jaylen Waddle,WR,19th St Halal Cart,0.0,0.0,162.6,11.61,14,76.04,C,Pennoni Younglings,2023
12 - 12,144,Jets D/ST,D/ST,Prahlad's Ghost,0.0,0.0,171.0,10.06,17,76.01,C,Pennoni Younglings,2023
6 - 7,67,Jonathan Taylor,RB,The Golden Receivers,0.0,0.0,146.9,14.69,10,75.97,C,Pennoni Younglings,2023
1 - 4,4,Austin Ekeler,RB,19th St Halal Cart,0.0,0.0,159.9,11.42,14,75.87,C,Pennoni Younglings,2023
7 - 3,75,Terry McLaurin,WR,Bli Erinker,0.0,0.0,169.7,9.98,17,75.82,C,Pennoni Younglings,2023
13 - 4,148,Bills D/ST,D/ST,19th St Halal Cart,0.0,0.0,171.0,10.06,17,75.55,C,Pennoni Younglings,2023
2 - 3,15,Garrett Wilson,WR,Came and Wentz,209.21,13.95,165.7,9.75,17,75.35,C,Pennoni Younglings,2023
